year,month,day,hour,rf_10184100,rf_10184110,rf_10184140,tide_level,swl,inf,sfw,ecpc,tototf,wl_1018662,fw_1018662,wl_1018680,wl_1018683,fw_1018683,wl_1019630,fw_1019630
2021,0,1,22,0.0,0.0,0.0,501.1666666666667,24.968333333333337,270.6666666666667,210.26,33.74,153.83333333333334,294.53333333333336,361.1816666666667,290.2,292.5,345.47499999999997,280.8,607.8249999999999
2021,0,1,23,0.0,0.0,0.0,436.8333333333333,25.0,468.1666666666667,211.40833333333333,32.59166666666667,150.0,291.8666666666666,344.72333333333336,286.8666666666666,288.49999999999994,205.24666666666667,276.3,552.4133333333333
2021,0,2,0,0.0,0.0,0.0,352.1666666666667,24.963333333333335,25.0,210.08,33.919999999999995,175.66666666666666,289.3666666666666,329.7283333333333,284.0333333333333,286.0,264.54833333333335,274.8,534.39
2021,0,2,1,0.0,0.0,0.0,272.8333333333333,24.97,252.0,210.32,33.68,182.0,289.3666666666667,329.72999999999996,282.3666666666666,283.3333333333333,273.185,270.4666666666667,484.1933333333333
2021,0,2,2,0.0,0.0,0.0,202.16666666666663,24.96666666666667,171.83333333333334,210.2,33.800000000000004,182.5,283.70000000000005,296.88,279.5333333333333,281.1666666666667,318.2783333333333,267.96666666666664,456.4166666666667
2021,0,2,3,0.0,0.0,0.0,139.16666666666666,24.95,58.166666666666664,209.6,34.4,183.0,282.8666666666667,292.21166666666664,277.2,279.0,245.34666666666664,266.8,443.815
2021,0,2,4,0.0,0.0,0.0,84.66666666666667,24.95,183.0,209.6,34.4,183.0,281.7,285.755,275.2,277.16666666666663,265.37833333333333,264.8,422.43
2021,0,2,5,0.0,0.0,0.0,98.16666666666669,24.94666666666667,149.66666666666666,209.48,34.52,183.0,278.2,266.73499999999996,273.2,275.3333333333333,253.68833333333336,261.9666666666667,393.1966666666667
2021,0,2,6,0.0,0.0,0.0,180.5,24.94,116.33333333333331,209.24,34.76,183.0,276.36666666666673,257.05,272.2,273.8333333333333,238.055,260.3,376.47166666666664
2021,0,2,7,0.0,0.0,0.0,307.0,24.938333333333333,166.33333333333334,209.18,34.82,183.0,275.2,250.985,270.3666666666666,272.0,253.16,259.9666666666667,373.1666666666667
2021,0,2,8,0.0,0.0,0.0,441.6666666666667,24.906666666666663,12.666666666666666,208.04,35.96,285.0,274.0333333333333,244.99333333333337,269.0333333333333,270.6666666666667,215.1266666666667,259.1333333333334,364.98166666666674
2021,0,2,9,0.0,0.0,0.0,554.0,24.911666666666665,408.1666666666667,208.22,35.78,350.3333333333333,273.53333333333336,243.29,268.2,269.5,223.62,257.6333333333334,350.50333333333333
2021,0,2,10,0.0,0.0,0.0,603.8333333333334,24.925,484.5,208.7,35.3,352.0,274.2,245.845,268.2,269.0,232.99333333333337,256.4666666666667,339.47833333333335
2021,0,2,11,0.0,0.0,0.0,566.8333333333334,24.903333333333332,141.16666666666666,207.92,36.080000000000005,357.0,273.8666666666666,244.14166666666665,268.2,269.0,250.025,261.3,389.0316666666667
2021,0,2,12,0.0,0.0,0.0,493.8,24.92,545.8333333333334,208.52,35.48,380.0,279.2,273.74333333333334,278.3666666666666,284.5,-319.6366666666667,281.8,621.4266666666666
2021,0,2,13,0.0,0.0,0.0,411.1666666666667,24.916666666666668,347.1666666666667,208.4,35.6,380.3333333333333,315.2,503.19666666666666,306.0333333333333,306.49999999999994,-503.94666666666666,280.6333333333334,607.935
2021,0,2,14,0.0,0.0,0.0,332.3333333333333,24.906666666666663,281.8333333333333,208.04,35.96,381.3333333333333,320.53333333333336,542.6216666666667,308.0333333333333,306.3333333333333,694.9833333333332,280.8,610.4466666666666
2021,0,2,15,0.0,0.0,0.0,261.1666666666667,24.899999999999995,315.6666666666667,207.80000000000004,36.2,382.0,302.03333333333336,409.46,298.3666666666666,301.3333333333333,561.6883333333334,288.29999999999995,706.5733333333334
2021,0,2,16,0.0,0.0,0.0,199.83333333333337,24.899999999999995,382.0,207.80000000000004,36.2,382.0,304.8666666666667,428.43666666666667,297.8666666666666,299.0,436.5,280.96666666666664,610.34
2021,0,2,17,0.0,0.0,0.0,156.33333333333334,24.893333333333334,315.3333333333333,207.56000000000003,36.440000000000005,382.0,301.7,407.28,295.0333333333333,296.1666666666667,616.07,279.9666666666667,597.2766666666666
2021,0,2,18,0.0,0.0,0.0,174.0,24.89,348.6666666666667,207.43999999999997,36.56,382.0,298.3666666666667,385.4066666666667,292.5333333333333,294.1666666666667,465.37000000000006,279.1333333333334,586.8866666666667
2021,0,2,19,0.0,0.0,0.0,233.33333333333337,24.89,382.0,207.43999999999997,36.56,382.0,297.53333333333336,380.065,291.8666666666666,292.6666666666667,442.4966666666666,277.1333333333334,562.2916666666666
2021,0,2,20,0.0,0.0,0.0,331.1666666666667,24.89,382.0,207.43999999999997,36.56,382.0,295.3666666666666,366.3383333333333,289.8666666666666,291.49999999999994,467.8250000000001,276.3,552.1916666666666
2021,0,2,21,0.0,0.0,0.0,420.1666666666667,24.883333333333336,316.0,207.2,36.8,382.0,294.8666666666666,363.195,288.7,289.8333333333333,442.86,276.1333333333334,550.1716666666666
2021,0,2,22,0.0,0.0,0.0,472.6666666666667,24.876666666666665,320.6666666666667,206.96333333333337,37.03666666666667,389.0,294.53333333333336,361.115,287.8666666666666,288.99999999999994,424.1116666666667,276.3,552.17
2021,0,2,23,0.0,0.0,0.0,456.0,24.87,330.0,206.73,37.27,396.0,293.53333333333336,354.91499999999996,287.0333333333333,288.49999999999994,422.4116666666667,275.4666666666667,542.1783333333333
2021,0,3,0,0.0,0.0,0.0,400.1666666666667,24.87,298.0,206.73,37.27,298.0,292.7,349.79,286.2,288.0,412.31,274.8,534.255
2021,0,3,1,0.0,0.0,0.0,323.5,24.87,269.3333333333333,206.73,37.27,269.3333333333333,292.2,346.74,285.8666666666666,287.3333333333333,409.1166666666666,274.3,528.33
2021,0,3,2,0.0,0.0,0.0,251.0,24.87,270.0,206.73,37.27,270.0,290.7,337.68,284.8666666666666,286.5,405.15166666666664,273.8,522.4933333333333
2021,0,3,3,0.0,0.0,0.0,187.0,24.87,270.0,206.73,37.27,270.0,287.8666666666666,320.82,283.7,285.6666666666667,380.2583333333334,271.4666666666667,495.4883333333333
2021,0,3,4,0.0,0.0,0.0,129.83333333333334,24.87,270.0,206.73,37.27,270.0,287.7,319.865,282.8666666666666,284.66666666666663,363.69166666666666,270.6333333333334,486.0566666666667
2021,0,3,5,0.0,0.0,0.0,91.16666666666669,24.87,270.0,206.73,37.27,270.0,286.2,311.125,281.2,283.0,385.765,269.3,471.08
2021,0,3,6,0.0,0.0,0.0,129.0,24.87,270.0,206.73,37.27,270.0,285.70000000000005,308.24,280.2,282.1666666666667,350.6016666666667,268.8,465.555
2021,0,3,7,0.0,0.0,0.0,199.66666666666663,24.87,270.0,206.73,37.27,270.0,284.53333333333336,301.6033333333333,279.0333333333333,280.99999999999994,362.49,267.46666666666664,450.93833333333333
2021,0,3,8,0.0,0.0,0.0,309.1666666666667,24.87,270.0,206.73,37.27,270.0,282.7,291.27833333333336,277.7,279.8333333333333,370.19666666666666,267.1333333333334,447.32166666666666
2021,0,3,9,0.0,0.16666666666666666,0.16666666666666666,416.3333333333333,24.876666666666665,231.5,206.96333333333337,37.03666666666667,165.5,282.2,288.495,277.2,279.0,333.81,266.1333333333334,436.5566666666667
2021,0,3,10,0.0,0.0,0.16666666666666666,507.1666666666667,24.89,283.0,207.43999999999997,36.56,151.0,281.53333333333336,284.8483333333333,276.8666666666666,278.5,351.51666666666665,265.3,427.69
2021,0,3,11,0.0,0.0,0.0,554.1666666666666,24.901666666666667,267.3333333333333,207.86,36.14,151.0,278.0333333333333,265.84666666666664,273.8666666666666,276.6666666666667,276.9483333333333,265.1333333333334,425.93666666666667
2021,0,3,12,0.0,0.0,0.0,535.3333333333334,24.925,383.3333333333333,208.7,35.3,151.0,278.5333333333333,268.52,273.2,275.3333333333333,256.41833333333335,261.9666666666667,393.1966666666667
2021,0,3,13,0.0,0.0,0.0,480.0,24.933333333333337,298.6666666666667,209.0,35.0,215.33333333333337,276.03333333333336,255.31833333333336,273.2,276.5,219.6233333333333,272.9666666666667,513.8666666666667
2021,0,3,14,0.16666666666666666,0.0,0.0,412.0,24.92833333333333,327.6666666666667,208.82,35.18,377.6666666666667,290.8666666666667,341.19666666666666,285.7,288.3333333333333,-374.81,272.46666666666664,508.2316666666666
2021,0,3,15,0.5,0.5,0.5,341.6666666666667,24.92,296.6666666666667,208.52,35.48,380.0,301.03333333333336,403.625,290.7,289.8333333333333,557.6866666666666,267.3,449.585
2021,0,3,16,0.16666666666666666,0.16666666666666666,0.0,277.3333333333333,24.91,281.5,208.16,35.839999999999996,381.0,283.3666666666667,295.0316666666667,281.0333333333333,285.1666666666667,445.86,275.8,546.1983333333333
2021,0,3,17,0.0,0.0,0.0,220.33333333333337,24.896666666666665,249.16666666666663,207.68,36.32,382.0,289.8666666666667,332.79833333333335,282.8666666666666,284.1666666666667,228.40166666666664,269.46666666666664,473.25666666666666
2021,0,3,18,0.0,0.0,0.0,182.16666666666663,24.883333333333336,249.33333333333337,207.2,36.8,382.0,290.7,337.7083333333333,282.8666666666666,284.3333333333333,508.3616666666667,269.96666666666664,478.6683333333333
2021,0,3,19,0.16666666666666666,0.16666666666666666,0.16666666666666666,189.66666666666663,24.876666666666665,316.0,206.96333333333337,37.03666666666667,382.0,288.8666666666666,326.7266666666667,282.2,284.0,426.68666666666667,272.4666666666667,506.96
2021,0,3,20,0.16666666666666666,0.3333333333333333,0.3333333333333333,234.0,24.87,330.0,206.73,37.27,396.0,291.5333333333333,342.6816666666667,282.8666666666666,284.66666666666663,449.3933333333334,270.8,487.94166666666666
2021,0,3,21,0.3333333333333333,0.5,0.5,311.5,24.825,49.333333333333336,205.05666666666664,38.943333333333335,397.3333333333333,292.2,346.74,284.2,285.8333333333333,445.9316666666667,270.9666666666667,489.8066666666667
2021,0,3,22,0.8333333333333334,0.6666666666666666,0.5,384.1666666666667,24.815,191.83333333333337,204.67,39.330000000000005,292.3333333333333,295.03333333333336,364.25,286.2,287.5,396.63333333333327,272.3,505.03
2021,0,3,23,0.3333333333333333,0.16666666666666666,0.5,434.0,24.801666666666662,135.0,204.13666666666663,39.86333333333334,258.0,296.0333333333333,370.52666666666664,288.0333333333333,289.66666666666663,408.3966666666667,273.8,522.47
2021,0,4,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,433.3333333333333,24.796666666666667,232.16666666666663,203.93666666666664,40.06333333333333,262.6666666666667,295.7,368.42833333333334,289.2,290.99999999999994,452.725,276.1333333333334,550.1716666666666
2021,0,4,1,0.0,0.0,0.0,396.0,24.815,475.5,204.67,39.330000000000005,272.0,297.03333333333336,376.895,289.3666666666666,291.8333333333333,381.45166666666665,276.8,558.2299999999999
2021,0,4,2,0.0,0.0,0.0,334.3333333333333,24.80333333333333,142.5,204.20333333333335,39.79666666666667,272.0,299.03333333333336,389.75,291.5333333333333,292.8333333333333,280.50666666666666,275.6333333333334,544.1766666666666
2021,0,4,3,0.0,0.0,0.0,268.1666666666667,24.828333333333333,549.3333333333334,205.1966666666667,38.803333333333335,271.3333333333333,298.0333333333333,383.30833333333334,291.5333333333333,292.0,444.2133333333333,275.8,546.175
2021,0,4,4,0.0,0.0,0.0,206.33333333333337,24.826666666666668,252.66666666666663,205.13,38.870000000000005,271.3333333333333,295.03333333333336,364.25,289.3666666666666,291.16666666666663,390.2533333333334,276.6333333333334,556.2099999999999
2021,0,4,5,0.0,0.0,0.0,151.5,24.838333333333335,399.6666666666667,205.58666666666667,38.413333333333334,270.3333333333333,294.2,359.045,288.5333333333333,290.3333333333333,386.975,276.3,552.17
2021,0,4,6,0.0,0.0,0.0,109.16666666666669,24.848333333333333,371.1666666666667,205.95,38.05,270.0,292.7,349.79833333333335,287.3666666666666,288.8333333333333,401.6016666666667,275.3,540.2033333333333
2021,0,4,7,0.0,0.0,0.0,120.33333333333331,24.850000000000005,302.1666666666667,206.01,37.99,285.6666666666667,291.03333333333336,339.6766666666667,285.5333333333333,286.8333333333333,345.93833333333333,273.6333333333334,520.5166666666668
2021,0,4,8,0.0,0.0,0.0,174.16666666666666,24.850000000000005,338.6666666666667,206.01,37.99,338.6666666666667,288.7,325.7366666666667,283.0333333333333,284.6666666666667,289.84999999999997,270.9666666666667,489.85166666666663
2021,0,4,9,0.0,0.0,0.0,265.3333333333333,24.850000000000005,340.0,206.01,37.99,340.0,286.8666666666666,314.9816666666666,281.7,282.8333333333333,266.8566666666666,267.96666666666664,456.39333333333326
2021,0,4,10,0.0,0.0,0.0,360.6666666666667,24.850000000000005,340.0,206.01,37.99,340.0,286.53333333333336,313.05833333333334,280.5333333333333,281.8333333333333,238.705,266.1333333333334,436.58166666666665
2021,0,4,11,0.0,0.0,0.0,438.8333333333333,24.846666666666668,307.0,205.89,38.11000000000001,340.0,288.8666666666667,326.71666666666664,280.8666666666666,281.99999999999994,282.565,265.3,427.69
2021,0,4,12,0.0,0.0,0.0,481.1666666666667,24.848333333333333,356.5,205.95,38.05,340.0,288.2,322.78000000000003,281.2,283.0,346.1483333333333,267.3,449.205
2021,0,4,13,0.0,0.0,0.0,492.3333333333333,24.850000000000005,342.5,206.01,37.99,326.0,288.3666666666666,323.76,281.5333333333333,283.8333333333333,285.3333333333333,267.46666666666664,450.93833333333333
2021,0,4,14,0.0,0.0,0.0,458.0,24.848333333333333,274.5,205.95,38.05,291.0,288.8666666666667,326.71666666666664,281.2,283.0,284.285,266.6333333333334,441.95166666666665
2021,0,4,15,0.0,0.0,0.0,404.8333333333333,24.846666666666668,269.1666666666667,205.89,38.11000000000001,285.6666666666667,289.2,328.7033333333333,281.0333333333333,282.3333333333333,271.5133333333333,267.1333333333334,447.32166666666666
2021,0,4,16,0.0,0.0,0.0,343.8333333333333,24.813333333333333,52.0,204.6,39.4,312.0,288.53333333333336,324.74833333333333,280.7,282.5,245.18666666666664,266.3,438.33
2021,0,4,17,0.0,0.0,0.0,281.1666666666667,24.85,716.5,206.01,37.99,312.0,288.3666666666666,323.76,280.2,281.6666666666667,306.64166666666665,265.4666666666667,429.4633333333333
2021,0,4,18,0.0,0.0,0.0,224.0,24.84166666666667,229.5,205.71,38.29,312.0,287.0333333333333,315.9533333333333,280.2,280.99999999999994,325.06333333333333,266.4666666666667,440.1283333333334
2021,0,4,19,0.0,0.0,0.0,178.66666666666666,24.845,345.0,205.83,38.17,312.0,286.03333333333336,310.16333333333336,279.8666666666666,280.99999999999994,356.9466666666667,266.3,438.33
2021,0,4,20,0.0,0.0,0.0,157.33333333333334,24.865,510.0,206.55,37.45,312.0,285.20000000000005,305.385,279.2,280.99999999999994,390.215,267.1333333333334,447.32166666666666
2021,0,4,21,0.0,0.0,0.0,191.0,24.87,361.5,206.73,37.27,312.0,285.20000000000005,305.385,278.5333333333333,280.3333333333333,364.2316666666666,267.46666666666664,450.9783333333333
2021,0,4,22,0.0,0.0,0.0,253.83333333333337,24.87,312.0,206.73,37.27,312.0,283.86666666666673,297.81333333333333,278.2,280.0,377.1983333333333,267.96666666666664,456.39333333333326
2021,0,4,23,0.0,0.0,0.0,332.5,24.87,312.0,206.73,37.27,312.0,284.36666666666673,300.6433333333333,278.2,279.6666666666667,383.94166666666666,267.6333333333333,452.75666666666666
2021,0,5,0,0.0,0.0,0.0,402.6666666666667,24.875,248.16666666666663,206.905,37.095000000000006,198.66666666666663,284.20000000000005,299.7,278.2,279.0,373.205,267.3,449.12000000000006
2021,0,5,1,0.0,0.0,0.0,439.3333333333333,24.85166666666667,26.333333333333332,206.07,37.93,178.0,282.8666666666667,292.2383333333333,278.0333333333333,279.0,349.7066666666667,265.4666666666667,429.4633333333333
2021,0,5,2,0.0,0.0,0.0,433.0,24.865,309.0,206.55,37.45,177.0,279.8666666666667,275.68666666666667,276.3666666666666,278.3333333333333,285.875,265.9666666666667,434.7833333333333
2021,0,5,3,0.0,0.0,0.0,384.5,24.85166666666667,88.5,206.07,37.93,177.0,279.5333333333333,273.88333333333327,275.2,276.8333333333333,256.98499999999996,263.6333333333334,410.2966666666667
2021,0,5,4,0.0,0.0,0.0,319.1666666666667,24.83,72.0,205.26,38.74,177.5,277.7,264.08666666666664,273.8666666666666,275.8333333333333,293.085,263.4666666666667,408.52
2021,0,5,5,0.0,0.0,0.0,252.5,24.843333333333337,325.0,205.77,38.23,177.0,275.5333333333333,252.70833333333337,272.5333333333333,274.5,263.69166666666666,262.8,401.67
2021,0,5,6,0.0,0.0,0.0,190.83333333333337,24.815,0.0,204.67,39.330000000000005,178.0,274.5333333333333,247.54833333333332,271.3666666666666,273.0,263.795,260.3,376.51666666666665
2021,0,5,7,0.0,0.0,0.0,138.66666666666666,24.813333333333333,159.5,204.60333333333332,39.39666666666667,178.0,273.2,243.29,269.7,271.5,282.37333333333333,259.1333333333334,364.98166666666674
2021,0,5,8,0.0,0.0,0.0,102.0,24.81,139.83333333333334,204.47,39.53,176.83333333333334,272.53333333333336,243.4792592592593,268.3666666666666,269.8333333333333,289.195,258.3,356.89000000000004
2021,0,5,9,0.0,0.0,0.0,135.83333333333334,24.81833333333333,257.6666666666667,204.79,39.21,164.66666666666666,271.53333333333336,243.6685185185185,268.2,269.0,329.0516666666667,257.1333333333334,345.73499999999996
2021,0,5,10,0.0,0.0,0.0,209.0,24.850000000000005,523.8333333333334,206.01,37.99,174.83333333333334,270.7,243.85777777777776,268.2,268.8333333333333,331.02500000000003,255.80000000000004,333.2
2021,0,5,11,0.0,0.0,0.0,313.8333333333333,24.846666666666668,151.0,205.89,38.11000000000001,184.0,271.0333333333333,244.04703703703703,268.2,268.0,325.85999999999996,254.13333333333335,317.87333333333333
2021,0,5,12,0.0,0.0,0.0,414.6666666666667,24.876666666666665,481.5,206.965,37.035,183.83333333333337,270.8666666666666,244.2362962962963,268.2,267.0,319.9533333333333,253.30000000000004,310.31
2021,0,5,13,0.0,0.0,0.0,491.5,24.878333333333337,355.6666666666667,207.025,36.975,339.1666666666667,270.7,244.42555555555555,268.2,267.0,266.965,253.30000000000004,310.31
